18.88073107,-99.22069796, 2018-08-07 17:57:03 p. m.
18.8806924,-99.220851, 2018-08-07 17:57:04 p. m.
18.88074056,-99.22068759, 2018-08-07 17:57:04 p. m.
18.88074279,-99.22068897, 2018-08-07 17:57:05 p. m.
18.88074744,-99.22068878, 2018-08-07 17:57:06 p. m.
18.88074947,-99.22068995, 2018-08-07 17:57:07 p. m.
18.88078307,-99.22067995, 2018-08-07 17:57:08 p. m.
18.88079219,-99.22067341, 2018-08-07 17:57:09 p. m.
18.88080741,-99.22067288, 2018-08-07 17:57:10 p. m.
18.88082674,-99.22066751, 2018-08-07 17:57:11 p. m.
18.88082986,-99.2206657, 2018-08-07 17:57:12 p. m.
18.88084451,-99.22066499, 2018-08-07 17:57:13 p. m.
18.88085952,-99.22065698, 2018-08-07 17:57:14 p. m.
18.88088352,-99.22066568, 2018-08-07 17:57:15 p. m.
18.88089348,-99.22066297, 2018-08-07 17:57:16 p. m.
18.88090702,-99.22066129, 2018-08-07 17:57:17 p. m.
18.8809187,-99.22066295, 2018-08-07 17:57:18 p. m.
18.88093055,-99.22066176, 2018-08-07 17:57:19 p. m.
18.880941,-99.22064561, 2018-08-07 17:57:20 p. m.
18.88095816,-99.22064296, 2018-08-07 17:57:21 p. m.
18.88097599,-99.22064383, 2018-08-07 17:57:22 p. m.
18.88098462,-99.22064123, 2018-08-07 17:57:23 p. m.
18.88099858,-99.22063275, 2018-08-07 17:57:24 p. m.
18.88102362,-99.22063981, 2018-08-07 17:57:25 p. m.
18.88103735,-99.2206402, 2018-08-07 17:57:26 p. m.
18.8810482,-99.2206394, 2018-08-07 17:57:27 p. m.
18.88105355,-99.22064159, 2018-08-07 17:57:28 p. m.
18.88105787,-99.22064642, 2018-08-07 17:57:29 p. m.
18.88107064,-99.22063903, 2018-08-07 17:57:30 p. m.
18.88107716,-99.22063011, 2018-08-07 17:57:31 p. m.
18.88108598,-99.22062462, 2018-08-07 17:57:32 p. m.
18.88110186,-99.22062499, 2018-08-07 17:57:33 p. m.
18.88112185,-99.22061646, 2018-08-07 17:57:34 p. m.
18.88113825,-99.22062237, 2018-08-07 17:57:35 p. m.
18.88114724,-99.22061447, 2018-08-07 17:57:36 p. m.
18.88116284,-99.22061178, 2018-08-07 17:57:37 p. m.
18.88116702,-99.22061116, 2018-08-07 17:57:38 p. m.
18.88117185,-99.22060934, 2018-08-07 17:57:39 p. m.
18.88118862,-99.22061029, 2018-08-07 17:57:40 p. m.
18.88120105,-99.22061, 2018-08-07 17:57:41 p. m.
18.88120744,-99.22060801, 2018-08-07 17:57:42 p. m.
18.88122193,-99.22060559, 2018-08-07 17:57:43 p. m.
18.88124281,-99.22060803, 2018-08-07 17:57:44 p. m.
18.88126115,-99.22061142, 2018-08-07 17:57:45 p. m.
18.88127446,-99.22061277, 2018-08-07 17:57:46 p. m.
18.8811247,-99.2205981, 2018-08-07 17:57:46 p. m.
18.88128308,-99.22061033, 2018-08-07 17:57:47 p. m.
18.8812947,-99.22060631, 2018-08-07 17:57:48 p. m.
18.88130245,-99.22059849, 2018-08-07 17:57:49 p. m.
18.88131067,-99.22059648, 2018-08-07 17:57:50 p. m.
18.88132555,-99.22059709, 2018-08-07 17:57:51 p. m.
18.88134312,-99.22059375, 2018-08-07 17:57:52 p. m.
18.88135431,-99.22058617, 2018-08-07 17:57:53 p. m.
18.88136818,-99.22057777, 2018-08-07 17:57:54 p. m.
18.88137675,-99.22057975, 2018-08-07 17:57:55 p. m.
18.88139956,-99.22058918, 2018-08-07 17:57:56 p. m.
18.88140969,-99.22058885, 2018-08-07 17:57:57 p. m.
18.88142478,-99.22058997, 2018-08-07 17:57:58 p. m.
18.88145524,-99.22059207, 2018-08-07 17:57:59 p. m.
18.88146021,-99.22058299, 2018-08-07 17:58:00 p. m.
18.88146058,-99.2205877, 2018-08-07 17:58:01 p. m.
18.88146597,-99.2205916, 2018-08-07 17:58:02 p. m.
